cause,date,year,state
Automobile accident,1972-12-22,1972, IN
Automobile accident,1972-12-25,1972, NC
Gunfire,1972-12-27,1972, MI
Gunfire,1972-12-27,1972, VA
Gunfire,1972-12-28,1972, RR
Automobile accident,1972-12-29,1972, AL
Gunfire,1972-12-31,1972, LA
Gunfire,1972-06-03,1972, VA
Gunfire,1973-01-01,1973, TX
Gunfire,1973-01-04,1973, CA
Gunfire,1973-01-04,1973, CA
Gunfire,1973-01-06,1973, GA
Automobile accident,1973-01-06,1973, NY
Heart attack,1973-01-07,1973, AL
Gunfire,1973-01-07,1973, CA
Gunfire,1973-01-07,1973, LA
Gunfire,1973-01-07,1973, LA
Gunfire,1973-01-07,1973, LA
Gunfire,1973-01-08,1973, MA
Vehicle pursuit,1973-01-08,1973, PA
Gunfire,1973-01-09,1973, TX
Gunfire,1973-01-11,1973, AL
Stabbed,1973-01-11,1973, IL
Gunfire,1973-01-11,1973, OH
Gunfire,1973-01-11,1973, UT
Assault,1973-01-14,1973, PA
Gunfire,1973-01-14,1973, TX
Heart attack,1973-01-17,1973, AL
Gunfire,1973-01-18,1973, TX
Gunfire,1973-01-19,1973, IL
Gunfire,1973-01-19,1973, NY
Gunfire (Accidental),1973-01-27,1973, MI
Gunfire,1973-01-27,1973, NY
Gunfire,1973-01-31,1973, WI
Gunfire,1973-01-31,1973, WI
Gunfire,1973-02-01,1973, TX
Gunfire,1973-02-02,1973, TX
Gunfire,1973-02-02,1973, TX
Vehicular assault,1973-02-04,1973, GA
Automobile accident,1973-02-06,1973, CA
Gunfire,1973-02-06,1973, FL
Aircraft accident,1973-02-07,1973, US
Aircraft accident,1973-02-07,1973, US
Gunfire,1973-02-09,1973, CA
Gunfire,1973-02-11,1973, GA
Automobile accident,1973-02-12,1973, OH
Aircraft accident,1973-02-15,1973, GA
Gunfire (Accidental),1973-02-17,1973, TX
Gunfire,1973-02-19,1973, MS
Gunfire,1973-02-20,1973, MD
Automobile accident,1973-02-21,1973, LA
Gunfire,1973-02-22,1973, MS
Gunfire (Accidental),1973-02-24,1973, IN
Aircraft accident,1973-02-25,1973, AZ
Vehicle pursuit,1973-02-25,1973, OH
Gunfire,1973-03-05,1973, LA
Gunfire (Accidental),1973-03-05,1973, NY
Gunfire,1973-03-06,1973, VA
Vehicular assault,1973-03-07,1973, PA
Gunfire,1973-03-09,1973, CA
Gunfire,1973-03-09,1973, CA
Gunfire,1973-03-10,1973, SC
Gunfire,1973-03-10,1973, UT
Automobile accident,1973-03-12,1973, AR
Gunfire,1973-03-15,1973, US
Gunfire,1973-03-15,1973, PR
Gunfire (Accidental),1973-03-18,1973, WV
Gunfire,1973-03-23,1973, CA
Gunfire,1973-03-24,1973, DC
Aircraft accident,1973-03-25,1973, US
Heart attack,1973-03-28,1973, MD
Gunfire,1973-03-29,1973, IL
Motorcycle accident,1973-03-29,1973, NJ
Struck by vehicle,1973-03-31,1973, IA
Gunfire,1973-04-01,1973, US
Vehicle pursuit,1973-04-05,1973, CA
Gunfire,1973-04-05,1973, MO
Gunfire,1973-04-06,1973, MD
Gunfire,1973-04-08,1973, LA
Gunfire,1973-04-08,1973, LA
Vehicular assault,1973-04-11,1973, MA
Gunfire,1973-04-13,1973, PA
Gunfire,1973-04-15,1973, KS
Gunfire,1973-04-16,1973, CO
Automobile accident,1973-04-17,1973, LA
Gunfire (Accidental),1973-04-19,1973, IL
Gunfire,1973-04-20,1973, KY
Automobile accident,1973-04-20,1973, MI
Gunfire,1973-04-20,1973, NE
Gunfire,1973-04-21,1973, CA
Struck by vehicle,1973-04-23,1973, KY
Automobile accident,1973-04-25,1973, PA
Gunfire,1973-04-26,1973, KY
Gunfire,1973-04-27,1973, TX
Heart attack,1973-04-27,1973, TX
Gunfire,1973-05-02,1973, NJ
Gunfire,1973-05-02,1973, OK
Gunfire,1973-05-02,1973, PR
Gunfire (Accidental),1973-05-04,1973, WY
Gunfire,1973-05-06,1973, NY
Heart attack,1973-05-08,1973, AL
Gunfire,1973-05-15,1973, TX
Struck by vehicle,1973-05-16,1973, MS
Motorcycle accident,1973-05-16,1973, TX
Gunfire,1973-05-18,1973, PR
Gunfire (Accidental),1973-05-18,1973, TX
Gunfire,1973-05-19,1973, SC
Vehicle pursuit,1973-05-21,1973, CA
Gunfire,1973-05-21,1973, MI
Gunfire,1973-05-21,1973, TN
Gunfire,1973-05-21,1973, TX
Gunfire,1973-05-23,1973, CA
Gunfire,1973-05-23,1973, MS
Aircraft accident,1973-05-26,1973, US
Stabbed,1973-05-31,1973, PA
Stabbed,1973-05-31,1973, PA
Automobile accident,1973-06-01,1973, CO
Gunfire,1973-06-02,1973, NY
Gunfire,1973-06-05,1973, NY
Gunfire (Accidental),1973-06-07,1973, IL
Drowned,1973-06-07,1973, WI
Automobile accident,1973-06-08,1973, AR
Automobile accident,1973-06-08,1973, IA
Automobile accident,1973-06-11,1973, MA
Gunfire,1973-06-16,1973, CA
Motorcycle accident,1973-06-17,1973, GA
Gunfire,1973-06-17,1973, NY
Gunfire (Accidental),1973-06-18,1973, AR
Gunfire,1973-06-19,1973, GA
Gunfire,1973-06-20,1973, OH
Gunfire,1973-06-21,1973, CA
Stabbed,1973-06-22,1973, AZ
Stabbed,1973-06-22,1973, AZ
Stabbed,1973-06-22,1973, RI
Gunfire,1973-06-24,1973, AZ
Gunfire,1973-06-30,1973, NC
Gunfire,1973-06-30,1973, TX
Gunfire,1973-07-01,1973, OH
Gunfire,1973-07-02,1973, NJ
Automobile accident,1973-07-02,1973, OH
Gunfire,1973-07-02,1973, SC
Gunfire,1973-07-04,1973, LA
Automobile accident,1973-07-05,1973, US
Motorcycle accident,1973-07-09,1973, CA
Automobile accident,1973-07-11,1973, FL
Heart attack,1973-07-11,1973, MO
Assault,1973-07-15,1973, OK
Automobile accident,1973-07-17,1973, LA
Explosion,1973-07-19,1973, AZ
Vehicular assault,1973-07-19,1973, MT
Gunfire,1973-07-19,1973, NM
Struck by train,1973-07-19,1973, TN
Gunfire,1973-07-19,1973, TX
Drowned,1973-07-20,1973, KY
Gunfire,1973-07-23,1973, MA
Aircraft accident,1973-07-23,1973, US
Aircraft accident,1973-07-23,1973, US
Gunfire,1973-07-24,1973, OH
Gunfire (Accidental),1973-07-24,1973, OH
Gunfire,1973-07-26,1973, IL
Gunfire,1973-07-27,1973, FL
Gunfire,1973-07-29,1973, AL
Gunfire,1973-07-29,1973, TX
Stabbed,1973-07-31,1973, US
Gunfire,1973-08-01,1973, VA
Struck by vehicle,1973-08-02,1973, NY
Struck by vehicle,1973-08-02,1973, NY
Gunfire,1973-08-05,1973, US
Gunfire,1973-08-06,1973, AL
Stabbed,1973-08-06,1973, NJ
Drowned,1973-08-07,1973, CA
Gunfire,1973-08-09,1973, US
Gunfire,1973-08-11,1973, CO
Heart attack,1973-08-12,1973, NH
Automobile accident,1973-08-13,1973, NJ
Struck by train,1973-08-17,1973, FL
Struck by train,1973-08-19,1973, IL
Gunfire,1973-08-20,1973, CA
Gunfire,1973-08-21,1973, TX
Gunfire,1973-08-21,1973, TX
Assault,1973-08-24,1973, MA
Gunfire,1973-08-25,1973, GA
Gunfire,1973-08-26,1973, CO
Gunfire,1973-08-26,1973, IL
Gunfire,1973-08-26,1973, NC
Gunfire,1973-08-27,1973, TR
Heart attack,1973-08-29,1973, KY
Gunfire,1973-08-29,1973, NM
Vehicle pursuit,1973-08-30,1973, FL
Vehicle pursuit,1973-08-30,1973, FL
Heart attack,1973-08-31,1973, US
Vehicular assault,1973-09-01,1973, ME
Automobile accident,1973-09-01,1973, PR
Gunfire,1973-09-02,1973, AZ
Gunfire,1973-09-02,1973, VA
Gunfire,1973-09-12,1973, NJ
Motorcycle accident,1973-09-12,1973, NJ
Stabbed,1973-09-16,1973, PA
Aircraft accident,1973-09-18,1973, MD
Aircraft accident,1973-09-18,1973, MD
Struck by vehicle,1973-09-18,1973, TX
Gunfire,1973-09-19,1973, TX
Gunfire,1973-09-22,1973, MD
Automobile accident,1973-09-23,1973, OR
Gunfire,1973-09-24,1973, MA
Gunfire,1973-09-24,1973, MO
Automobile accident,1973-09-24,1973, US
Stabbed,1973-09-25,1973, MI
Heart attack,1973-09-27,1973, TX
Gunfire,1973-09-28,1973, IL
Duty related illness,1973-09-30,1973, NY
Aircraft accident,1973-10-02,1973, CA
Aircraft accident,1973-10-02,1973, CA
Gunfire,1973-10-02,1973, KS
Aircraft accident,1973-10-04,1973, US
Aircraft accident,1973-10-04,1973, US
Gunfire,1973-10-06,1973, GA
Gunfire,1973-10-07,1973, AL
Heart attack,1973-10-07,1973, TX
Vehicular assault,1973-10-08,1973, NY
Gunfire,1973-10-10,1973, NY
Gunfire,1973-10-15,1973, MN
Vehicular assault,1973-10-19,1973, PA
Duty related illness,1973-10-20,1973, CA
Gunfire,1973-10-20,1973, GA
Vehicular assault,1973-10-24,1973, NY
Heart attack,1973-10-24,1973, PA
Heart attack,1973-10-25,1973, OH
Automobile accident,1973-10-27,1973, VA
Heart attack,1973-10-28,1973, IN
Heart attack,1973-10-30,1973, IA
Motorcycle accident,1973-10-30,1973, MA
Gunfire,1973-10-31,1973, US
Gunfire,1973-11-01,1973, MI
Automobile accident,1973-11-02,1973, AZ
Gunfire,1973-11-03,1973, MO
Automobile accident,1973-11-05,1973, GA
Vehicle pursuit,1973-11-05,1973, VA
Gunfire,1973-11-06,1973, CA
Gunfire,1973-11-06,1973, SC
Gunfire,1973-11-06,1973, TN
Aircraft accident,1973-11-08,1973, AZ
Aircraft accident,1973-11-08,1973, AZ
Gunfire,1973-11-08,1973, MI
Gunfire,1973-11-12,1973, MI
Gunfire,1973-11-16,1973, RR
Heart attack,1973-11-16,1973, NE
Gunfire,1973-11-17,1973, FL
Gunfire,1973-11-18,1973, MI
Gunfire,1973-11-18,1973, NY
Gunfire,1973-11-19,1973, PR
Gunfire,1973-11-23,1973, KY
Gunfire,1973-11-23,1973, PR
Gunfire,1973-11-23,1973, TN
Automobile accident,1973-11-26,1973, CA
Stabbed,1973-11-27,1973, CA
Struck by train,1973-11-28,1973, MN
Struck by train,1973-11-28,1973, MN
Automobile accident,1973-11-28,1973, NJ
Gunfire,1973-11-30,1973, MA
Automobile accident,1973-11-30,1973, NV
Stabbed,1973-11-30,1973, DC
Automobile accident,1973-12-01,1973, TX
Automobile accident,1973-12-01,1973, TX
Automobile accident,1973-12-03,1973, NY
Gunfire,1973-12-04,1973, CA
Gunfire,1973-12-07,1973, CA
Struck by vehicle,1973-12-08,1973, NE
Assault,1973-12-10,1973, PA
Assault,1973-12-12,1973, CA
Gunfire,1973-12-12,1973, CA
Gunfire,1973-12-12,1973, GA
Automobile accident,1973-12-12,1973, PA
Gunfire,1973-12-13,1973, TX
Gunfire,1973-12-13,1973, WI
Automobile accident,1973-12-15,1973, GA
Gunfire (Accidental),1973-12-18,1973, CT
Gunfire,1973-12-20,1973, WI
Gunfire,1973-12-23,1973, FL
Gunfire (Accidental),1973-12-25,1973, KY
Gunfire,1973-12-27,1973, CO
Gunfire,1973-12-27,1973, CO
Gunfire,1973-12-29,1973, CO
Gunfire,1973-12-29,1973, MD
Struck by train,1973-12-29,1973, NJ
Automobile accident,1974-01-02,1974, NY
Heart attack,1974-01-04,1974, IL
Gunfire,1974-01-05,1974, NC
Gunfire,1974-01-05,1974, OH
Fall,1974-01-05,1974, UT
Heart attack,1974-01-07,1974, MA
Gunfire,1974-01-07,1974, MT
Gunfire,1974-01-07,1974, MT
Heart attack,1974-01-09,1974, PA
Vehicle pursuit,1974-01-11,1974, CA
Vehicle pursuit,1974-01-11,1974, NC
Gunfire,1974-01-11,1974, WI
Gunfire (Accidental),1974-01-12,1974, NY
Gunfire,1974-01-12,1974, TX
Heart attack,1974-01-12,1974, US
Gunfire,1974-01-16,1974, MI
Gunfire,1974-01-16,1974, MI
Aircraft accident,1974-01-17,1974, PA
Stabbed,1974-01-18,1974, AL
Gunfire,1974-01-19,1974, FL
Struck by vehicle,1974-01-20,1974, AL
Automobile accident,1974-01-21,1974, IA
Automobile accident,1974-01-22,1974, IN
Drowned,1974-01-23,1974, CA
Struck by vehicle,1974-01-23,1974, US
Heart attack,1974-01-25,1974, TN
Aircraft accident,1974-01-28,1974, MN
Vehicular assault,1974-01-30,1974, OH
Heart attack,1974-02-02,1974, IN
Automobile accident,1974-02-04,1974, US
Gunfire,1974-02-07,1974, CA
Gunfire,1974-02-07,1974, CA
Gunfire,1974-02-09,1974, IL
Gunfire,1974-02-11,1974, PR
Vehicular assault,1974-02-12,1974, FL
Gunfire,1974-02-13,1974, TN
Gunfire,1974-02-14,1974, NC
Struck by vehicle,1974-02-15,1974, TX
Gunfire,1974-02-18,1974, AK
Gunfire,1974-02-21,1974, AL
Gunfire,1974-02-21,1974, SC
Gunfire,1974-02-21,1974, SC
Gunfire,1974-02-22,1974, MD
Gunfire,1974-02-22,1974, MS
Gunfire,1974-02-23,1974, KY
Gunfire,1974-02-25,1974, WA
Gunfire,1974-02-26,1974, LA
Gunfire (Accidental),1974-02-26,1974, TX
Vehicular assault,1974-02-27,1974, CA
Gunfire,1974-02-27,1974, IL
Gunfire,1974-02-27,1974, IL
Gunfire,1974-03-02,1974, TX
Struck by train,1974-03-03,1974, FL
Gunfire,1974-03-04,1974, OH
Gunfire,1974-03-09,1974, NY
Gunfire,1974-03-11,1974, MI
Stabbed,1974-03-12,1974, AL
Gunfire,1974-03-15,1974, IL
Automobile accident,1974-03-16,1974, PA
Gunfire,1974-03-18,1974, IL
Automobile accident,1974-03-18,1974, NC
Struck by vehicle,1974-03-18,1974, US
Assault,1974-03-22,1974, IL
Gunfire,1974-03-22,1974, TX
Automobile accident,1974-03-23,1974, FL
Automobile accident,1974-03-23,1974, TN
Gunfire,1974-03-26,1974, FL
Automobile accident,1974-03-29,1974, US
Gunfire,1974-03-30,1974, AK
Automobile accident,1974-04-01,1974, NY
Gunfire (Accidental),1974-04-04,1974, GA
Gunfire,1974-04-05,1974, FL
Struck by vehicle,1974-04-06,1974, IL
Vehicle pursuit,1974-04-08,1974, IL
Vehicle pursuit,1974-04-08,1974, IL
Gunfire,1974-04-14,1974, PA
Gunfire,1974-04-15,1974, OK
Gunfire,1974-04-16,1974, MI
Vehicular assault,1974-04-19,1974, AL
Gunfire,1974-04-22,1974, MI
Gunfire,1974-04-22,1974, VA
Gunfire,1974-04-24,1974, US
Gunfire,1974-04-24,1974, US
Gunfire (Accidental),1974-04-24,1974, KY
Gunfire,1974-04-24,1974, MO
Drowned,1974-04-26,1974, LA
Gunfire,1974-04-26,1974, OH
Automobile accident,1974-04-27,1974, KY
Gunfire,1974-04-29,1974, AR
Gunfire,1974-05-03,1974, FL
Gunfire,1974-05-05,1974, MD
Assault,1974-05-07,1974, CT
Heart attack,1974-05-08,1974, KS
Gunfire,1974-05-11,1974, CA
Motorcycle accident,1974-05-15,1974, PA
Drowned,1974-05-17,1974, OK
Gunfire,1974-05-18,1974, FL
Heart attack,1974-05-18,1974, OH
Gunfire,1974-05-19,1974, RR
Gunfire,1974-05-21,1974, FL
Heart attack,1974-05-21,1974, FL
Gunfire,1974-05-21,1974, NC
Gunfire (Accidental),1974-05-21,1974, NY
Motorcycle accident,1974-05-23,1974, AL
Gunfire,1974-05-24,1974, MA
Gunfire,1974-05-25,1974, MI
Gunfire,1974-05-25,1974, MI
Vehicular assault,1974-05-27,1974, MI
Vehicle pursuit,1974-05-27,1974, MS
Aircraft accident,1974-05-29,1974, CA
Aircraft accident,1974-05-29,1974, ID
Gunfire,1974-05-31,1974, SC
Gunfire,1974-06-02,1974, SC
Vehicular assault,1974-06-03,1974, CA
Vehicle pursuit,1974-06-03,1974, TX
Struck by vehicle,1974-06-03,1974, VA
Aircraft accident,1974-06-04,1974, CA
Aircraft accident,1974-06-04,1974, CA
Gunfire,1974-06-06,1974, NE
Heart attack,1974-06-07,1974, OH
Gunfire,1974-06-09,1974, PR
Drowned,1974-06-15,1974, NY
Gunfire,1974-06-16,1974, IL
Gunfire,1974-06-17,1974, PR
Automobile accident,1974-06-18,1974, TX
Aircraft accident,1974-06-19,1974, NC
Aircraft accident,1974-06-19,1974, NC
Gunfire,1974-06-20,1974, NY
Aircraft accident,1974-06-21,1974, WA
Aircraft accident,1974-06-21,1974, WA
Gunfire,1974-06-23,1974, GA
Gunfire,1974-06-24,1974, NY
Automobile accident,1974-06-27,1974, AL
Motorcycle accident,1974-06-27,1974, TX
Aircraft accident,1974-06-28,1974, MI
Aircraft accident,1974-06-28,1974, MI
Gunfire,1974-06-28,1974, MS
Gunfire,1974-06-28,1974, TX
Assault,1974-06-29,1974, CA
Heart attack,1974-06-29,1974, MD
Gunfire,1974-07-02,1974, NY
Gunfire,1974-07-03,1974, PA
Stabbed,1974-07-06,1974, MS
Struck by vehicle,1974-07-07,1974, TX
Heart attack,1974-07-07,1974, TX
Automobile accident,1974-07-08,1974, US
Vehicle pursuit,1974-07-08,1974, MA
Gunfire,1974-07-09,1974, CA
Duty related illness,1974-07-10,1974, CO
Gunfire,1974-07-10,1974, WI
Gunfire,1974-07-10,1974, WI
Gunfire,1974-07-11,1974, CA
Gunfire,1974-07-13,1974, NC
Heart attack,1974-07-13,1974, TN
Gunfire,1974-07-13,1974, TX
Gunfire,1974-07-15,1974, GA
Gunfire,1974-07-17,1974, OH
Gunfire,1974-07-21,1974, FL
Aircraft accident,1974-07-22,1974, AR
Aircraft accident,1974-07-22,1974, AR
Gunfire,1974-07-22,1974, AZ
Gunfire,1974-07-22,1974, PR
Duty related illness,1974-07-23,1974, NY
Gunfire,1974-07-25,1974, OK
Gunfire,1974-07-25,1974, OK
Gunfire,1974-07-25,1974, OK
Gunfire,1974-07-25,1974, SC
Gunfire,1974-07-26,1974, MO
Vehicular assault,1974-07-26,1974, TN
Gunfire,1974-08-01,1974, MD
Gunfire,1974-08-02,1974, MI
Gunfire,1974-08-03,1974, CA
Automobile accident,1974-08-04,1974, FL
Structure collapse,1974-08-05,1974, US
Structure collapse,1974-08-05,1974, US
Gunfire,1974-08-05,1974, GA
Gunfire,1974-08-05,1974, IL
Stabbed,1974-08-07,1974, CO
Gunfire,1974-08-09,1974, OR
Gunfire,1974-08-10,1974, FL
Automobile accident,1974-08-10,1974, MN
Struck by vehicle,1974-08-11,1974, GA
Gunfire,1974-08-15,1974, MD
Struck by vehicle,1974-08-15,1974, WA
Gunfire,1974-08-19,1974, NY
Motorcycle accident,1974-08-23,1974, FL
Gunfire (Accidental),1974-08-23,1974, OH
Automobile accident,1974-08-23,1974, TX
Fire,1974-08-24,1974, CO
Struck by vehicle,1974-08-25,1974, CA
Gunfire,1974-08-27,1974, IN
Gunfire,1974-08-29,1974, CA
Gunfire,1974-08-30,1974, GA
Gunfire,1974-08-30,1974, IL
Automobile accident,1974-09-04,1974, NC
Vehicular assault,1974-09-05,1974, NY
Heart attack,1974-09-06,1974, ND
Motorcycle accident,1974-09-10,1974, CA
Heart attack,1974-09-10,1974, NJ
Gunfire,1974-09-11,1974, TN
Gunfire,1974-09-12,1974, PR
Automobile accident,1974-09-14,1974, NY
Gunfire,1974-09-14,1974, TX
Automobile accident,1974-09-15,1974, PA
Heart attack,1974-09-19,1974, AL
Gunfire,1974-09-20,1974, DC
Heart attack,1974-09-20,1974, IL
Heart attack,1974-09-20,1974, NY
Gunfire,1974-09-21,1974, IL
Gunfire,1974-09-22,1974, NY
Gunfire,1974-09-23,1974, TX
Motorcycle accident,1974-09-24,1974, US
Vehicular assault,1974-09-28,1974, MI
Stabbed,1974-09-29,1974, US
Vehicle pursuit,1974-09-30,1974, NC
Automobile accident,1974-10-01,1974, US
Aircraft accident,1974-10-02,1974, TX
Aircraft accident,1974-10-02,1974, TX
Gunfire,1974-10-03,1974, SC
Automobile accident,1974-10-04,1974, CA
Gunfire,1974-10-05,1974, IN
Gunfire,1974-10-05,1974, NC
Gunfire,1974-10-05,1974, NC
Stabbed,1974-10-05,1974, PR
Heart attack,1974-10-07,1974, MA
Gunfire,1974-10-11,1974, RR
Heart attack,1974-10-17,1974, WI
Gunfire,1974-10-21,1974, CA
Gunfire,1974-10-22,1974, IN
Drowned,1974-10-23,1974, CA
Gunfire,1974-10-23,1974, TX
Struck by vehicle,1974-10-24,1974, IA
Gunfire,1974-10-24,1974, NY
Gunfire,1974-10-28,1974, AZ
Gunfire,1974-10-31,1974, KS
Aircraft accident,1974-11-01,1974, KS
Struck by vehicle,1974-11-02,1974, CT
Gunfire,1974-11-04,1974, NJ
Aircraft accident,1974-11-06,1974, ME
Gunfire,1974-11-07,1974, GA
Automobile accident,1974-11-08,1974, US
Gunfire,1974-11-08,1974, PA
Gunfire,1974-11-13,1974, CA
Gunfire,1974-11-14,1974, IN
Gunfire,1974-11-15,1974, SC
Gunfire,1974-11-16,1974, AL
Gunfire,1974-11-16,1974, AL
Gunfire,1974-11-16,1974, FL
Vehicular assault,1974-11-17,1974, WA
Gunfire,1974-11-21,1974, CA
Vehicle pursuit,1974-11-24,1974, GA
Fall,1974-11-30,1974, US
Gunfire,1974-11-30,1974, VA
Vehicular assault,1974-12-01,1974, CA
Automobile accident,1974-12-01,1974, CA
Gunfire,1974-12-01,1974, TX
Gunfire,1974-12-05,1974, MI
Gunfire,1974-12-06,1974, LA
Automobile accident,1974-12-07,1974, IN
Gunfire,1974-12-08,1974, GA
Gunfire,1974-12-08,1974, OH
Gunfire,1974-12-08,1974, UT
Gunfire,1974-12-10,1974, MD
Aircraft accident,1974-12-11,1974, AK
Aircraft accident,1974-12-11,1974, AK
Gunfire,1974-12-12,1974, IN
Gunfire,1974-12-12,1974, MI
Vehicle pursuit,1974-12-13,1974, VA
Vehicle pursuit,1974-12-13,1974, VA
Vehicular assault,1974-12-15,1974, IN
Assault,1974-12-15,1974, PA
Vehicular assault,1974-12-20,1974, TN
Vehicular assault,1974-12-20,1974, TN
Gunfire,1974-12-21,1974, MI
Gunfire,1974-12-21,1974, MS
Vehicular assault,1974-12-21,1974, PA
Gunfire,1974-12-23,1974, IL
Automobile accident,1974-12-26,1974, GA
Gunfire,1974-12-28,1974, NY
Fire,1974-12-28,1974, WI
Struck by vehicle,1974-11-23,1974, AZ
Gunfire,1975-01-01,1975, CA
Automobile accident,1975-01-01,1975, IL
Automobile accident,1975-01-01,1975, IL
Unidentified,1975-01-01,1975, US
Unidentified,1975-01-01,1975, US
Gunfire,1975-01-02,1975, MO
Gunfire,1975-01-03,1975, NY
Assault,1975-01-04,1975, NV
Drowned,1975-01-05,1975, PR
Motorcycle accident,1975-01-06,1975, CA
Gunfire,1975-01-07,1975, GA
Gunfire,1975-01-12,1975, FL
Exposure to toxins,1975-01-12,1975, NJ
Motorcycle accident,1975-01-19,1975, CA
Struck by vehicle,1975-01-19,1975, PA
Stabbed,1975-01-20,1975, MO
Gunfire,1975-01-20,1975, NY
Gunfire,1975-01-23,1975, CO
Motorcycle accident,1975-01-23,1975, FL
Gunfire,1975-01-24,1975, NY
Gunfire,1975-01-25,1975, GA
Gunfire,1975-01-26,1975, WI
Gunfire,1975-01-26,1975, WI
Gunfire,1975-01-30,1975, TX
Gunfire,1975-02-01,1975, SC
Gunfire,1975-02-01,1975, TN
Gunfire,1975-02-02,1975, NY
Gunfire,1975-02-11,1975, IL
Gunfire,1975-02-11,1975, MA
Vehicle pursuit,1975-02-11,1975, NJ
Gunfire,1975-02-15,1975, ND
Gunfire,1975-02-20,1975, MO
Gunfire,1975-02-20,1975, NV
Gunfire,1975-02-21,1975, WV
Gunfire,1975-02-22,1975, AL
Gunfire,1975-02-23,1975, NJ
Gunfire,1975-02-27,1975, AR
Gunfire,1975-02-28,1975, LA
Stabbed,1975-02-28,1975, US
Gunfire,1975-03-02,1975, RR
Struck by vehicle,1975-03-03,1975, NY
Automobile accident,1975-03-04,1975, PA
Gunfire,1975-03-05,1975, MA
Gunfire,1975-03-08,1975, IL
Vehicular assault,1975-03-13,1975, PA
Gunfire,1975-03-15,1975, AL
Gunfire,1975-03-15,1975, MI
Heart attack,1975-03-16,1975, NC
Automobile accident,1975-03-16,1975, NJ
Assault,1975-03-16,1975, VA
Vehicular assault,1975-03-17,1975, MI
Gunfire,1975-03-17,1975, TN
Vehicular assault,1975-03-18,1975, VA
Gunfire,1975-03-21,1975, GA
Gunfire,1975-03-23,1975, CA
Heart attack,1975-03-23,1975, IL
Gunfire (Accidental),1975-03-23,1975, PR
Gunfire,1975-03-25,1975, PA
Gunfire,1975-03-28,1975, NJ
Gunfire,1975-03-28,1975, NJ
Gunfire,1975-04-01,1975, US
Gunfire,1975-04-02,1975, MS
Gunfire,1975-04-05,1975, FL
Struck by vehicle,1975-04-10,1975, PA
Gunfire,1975-04-11,1975, OR
Gunfire,1975-04-15,1975, PA
Automobile accident,1975-04-16,1975, IN
Heart attack,1975-04-16,1975, NC
Vehicular assault,1975-04-17,1975, MO
Gunfire,1975-04-18,1975, TX
Vehicular assault,1975-04-19,1975, NJ
Automobile accident,1975-04-19,1975, OH
Vehicular assault,1975-04-20,1975, SC
Gunfire,1975-04-25,1975, PR
Automobile accident,1975-04-25,1975, VA
Gunfire,1975-04-27,1975, FL
Gunfire,1975-04-29,1975, US
Struck by train,1975-04-29,1975, RR
Automobile accident,1975-05-01,1975, PR
Gunfire,1975-05-04,1975, GA
Gunfire,1975-05-04,1975, GA
Drowned,1975-05-04,1975, PR
Drowned,1975-05-10,1975, OR
Heart attack,1975-05-10,1975, TX
Gunfire,1975-05-11,1975, SC
Gunfire,1975-05-12,1975, WV
Aircraft accident,1975-05-14,1975, CO
Motorcycle accident,1975-05-15,1975, AL
Struck by vehicle,1975-05-17,1975, NJ
Gunfire,1975-05-17,1975, PR
Heart attack,1975-05-19,1975, FL
Gunfire,1975-05-20,1975, IL
Gunfire,1975-05-22,1975, OH
Gunfire,1975-05-22,1975, VA
Gunfire,1975-05-23,1975, PA
Gunfire,1975-05-25,1975, IL
Gunfire (Accidental),1975-05-26,1975, AL
Automobile accident,1975-05-29,1975, MD
Heart attack,1975-05-29,1975, OH
Automobile accident,1975-05-30,1975, CA
Gunfire,1975-05-30,1975, NC
Vehicular assault,1975-05-31,1975, AL
Gunfire,1975-05-31,1975, NC
Heart attack,1975-06-03,1975, VA
Gunfire,1975-06-04,1975, KY
Gunfire,1975-06-04,1975, TX
Gunfire (Accidental),1975-06-05,1975, IL
Struck by train,1975-06-05,1975, TX
Gunfire,1975-06-06,1975, TX
Gunfire,1975-06-07,1975, TX
Fire,1975-06-09,1975, FL
Vehicle pursuit,1975-06-11,1975, CA
Gunfire,1975-06-13,1975, KS
Gunfire,1975-06-14,1975, TN
Gunfire,1975-06-16,1975, AZ
Vehicular assault,1975-06-16,1975, MD
Gunfire,1975-06-25,1975, MI
Gunfire,1975-06-26,1975, US
Gunfire,1975-06-26,1975, US
Aircraft accident,1975-06-27,1975, CA
Aircraft accident,1975-06-27,1975, CA
Gunfire,1975-06-29,1975, OK
Vehicular assault,1975-06-30,1975, CA
Gunfire,1975-06-30,1975, MI
Gunfire,1975-07-01,1975, TX
Gunfire,1975-07-02,1975, OH
Gunfire,1975-07-06,1975, CA
Gunfire,1975-07-08,1975, TX
Gunfire,1975-07-11,1975, MI
Gunfire,1975-07-13,1975, NM
Gunfire,1975-07-13,1975, PR
Gunfire,1975-07-16,1975, TX
Aircraft accident,1975-07-17,1975, NJ
Aircraft accident,1975-07-17,1975, NJ
